,Text,Date
1050,@ani_digital @ANI That's unnecessary showoff and appeasement of women. Why we woman are accepting such unnecessary… https://t.co/8X7NNwcK1T,2023-05-07 06:20:03+00:00
1051,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:19:59+00:00
1052,"RT @FamilyMan_berl_: How to smash patriarchy 101

#Feminism https://t.co/4rBEEKntX0",2023-05-07 06:19:53+00:00
1053,@jocc_godbody24 Sir. I don’t need to identify as black because YOU SEE that I am. I am DEFENDING BW not being a Sim… https://t.co/4mrXE4BHAt,2023-05-07 06:19:40+00:00
1054,"@saegerart @MasteroftheTDS As someone who fondly remembers pre Disney marvel, I will always mourn the loss of such… https://t.co/7BrgYiYUBz",2023-05-07 06:19:31+00:00
1055,@ThePollLady Is this the Real Feminism ??,2023-05-07 06:19:30+00:00
1056,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:19:07+00:00
1057,"Feminism causes degeneracy and Redpill perpetuates it. Islam is the solution that ends both.

To the men: Get marri… https://t.co/xIQydCfVBZ",2023-05-07 06:19:06+00:00
1058,"RT @Behembaba: This is Queen Elizabeth I, who in 1562 authorized the beginning of the Transatlantic Slave Trade which in turn lead to the d…",2023-05-07 06:19:03+00:00
1059,RT @zukosmadre: Liberal feminism is so draining and self-centered,2023-05-07 06:18:59+00:00
1060,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:18:55+00:00
1061,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:18:50+00:00
1062,RT @aaronhoyland: “These forest fires were caused by feminism. Please respect me for I am a Very Serious Journalist.” https://t.co/s3ra5H0z…,2023-05-07 06:18:47+00:00
1063,"RT @_Sassy_Nurse: “We need feminism because a man in a room full of women is ecstatic, and a woman in a room full of men is terrified.”

-U…",2023-05-07 06:18:44+00:00
1064,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:18:42+00:00
1065,RT @allclearnow1: yesterday mrs.sharma stans questioned people's character for seeing kandmata's pain. now they are praising mahima the ori…,2023-05-07 06:18:26+00:00
1066,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:18:16+00:00
1067,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:18:07+00:00
1068,"not js celebs only but in general, this kind of shit happens also when im discussing politics like feminism, i alwa… https://t.co/hVjytKygZx",2023-05-07 06:17:43+00:00
1069,RT @ivy_xx_: it’s so distasteful debating (radical) feminism with a man. it’s like you’re trying to convince him you’re a person while he t…,2023-05-07 06:17:24+00:00
1070,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:17:15+00:00
1071,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:16:23+00:00
1072,"@simi_taiwo ... with one another, which suggests that these system and roles are a natural result of early civilisa… https://t.co/IMrE7PsnmW",2023-05-07 06:16:16+00:00
1073,they're also not funny or charming and only grew their simp army male audience by shitting on feminism. easiest business model in the world,2023-05-07 06:16:03+00:00
1074,"RT @thequeen_esther: So, Feminism= Common sense?🤭",2023-05-07 06:15:56+00:00
1075,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:15:45+00:00
1076,"@ask_aubry If you're ready to stop talking about feminism, removing ""female"" out of your concept of rights, you're… https://t.co/yUvHfs6Ges",2023-05-07 06:15:36+00:00
1077,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:14:54+00:00
1078,RT @TerceraVenida: @gayest_tone When you're white and your feminism isn't intersectional https://t.co/uxFVWjtrDf,2023-05-07 06:14:51+00:00
1079,"@TheGenderCritic your feminism includes rape and murder? that's not feminism, that's 'the police'",2023-05-07 06:14:45+00:00
1080,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:14:39+00:00
1081,RT @deanglcss: feminism leaving my body the moment i listen to for your love https://t.co/88fx5tYjzM,2023-05-07 06:14:01+00:00
1082,"Feminism as an ideology is reactionary. As Marxists, it is important to challenge and call out when necessary. Such… https://t.co/QaVeETQR2f",2023-05-07 06:13:58+00:00
1083,"@simi_taiwo I'm an advocate for feminism, now that being said... 'patriarchy' and the roles can't have been taught… https://t.co/D4UgdDZ5P7",2023-05-07 06:13:49+00:00
1084,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:13:48+00:00
1085,"RT @PeepScript: Dobby: Yeah, well it used to be all pink and tidy but then feminism happened and we all just started pissing on the floor.…",2023-05-07 06:13:19+00:00
1086,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:13:11+00:00
1087,@IronWolf1970 Erasing females out of feminism 🤣🤣🤣,2023-05-07 06:13:03+00:00
1088,anna and dasha literally have no politics or principles other than what's trendy on twitter. one minute it's femini… https://t.co/ny4uSyJg9J,2023-05-07 06:12:57+00:00
1089,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:12:02+00:00
1090,Hadiza Gabon’s dad first and now her husband😭💔the men in her life deviating from what she’s campaigning against🤮🤢😭💔… https://t.co/BFNjh3DVL2,2023-05-07 06:11:59+00:00
1091,"RT @FamilyMan_berl_: How to smash patriarchy 101

#Feminism https://t.co/4rBEEKntX0",2023-05-07 06:11:52+00:00
1092,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:11:45+00:00
1093,@JoJoFromJerz Would you vote for “The GREAT MAGA King” if he’d take our guns?  Toxic feminism smells terrible…you know what I mean.,2023-05-07 06:11:45+00:00
1094,"RT @eccentrikhat: @Androphillia The original suffragettes were mostly wealthy women, and they had no interest in helping poor women - parti…",2023-05-07 06:11:35+00:00
1095,It's amazing how I like the fem characters a whooole lot more in hsr seeing as how I usually do like male character… https://t.co/uRL1YHiuni,2023-05-07 06:11:20+00:00
1096,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:11:10+00:00
1097,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:11:10+00:00
1098,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:11:07+00:00
1099,"@DrProudman Interesting that as a feminist you blame men alone, ignore men's half of issues (eg mgm, ipv, etc) and… https://t.co/hzyD8iUEgp",2023-05-07 06:11:07+00:00
1100,@ask_aubry And there are so many people that hide behind the name of feminism to just bring men down or to disrupt… https://t.co/neOaPcq38i,2023-05-07 06:10:50+00:00
1101,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:10:38+00:00
1102,"RT @Behembaba: This is Queen Elizabeth I, who in 1562 authorized the beginning of the Transatlantic Slave Trade which in turn lead to the d…",2023-05-07 06:10:36+00:00
1103,RT @GhostWealth_: the antidote to toxic feminism https://t.co/XaMrETXNPU,2023-05-07 06:10:22+00:00
1104,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:10:19+00:00
1105,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:10:17+00:00
1106,"Melihat diskursus feminisme di Twitter yang muter2 di soal benerin genteng dan angkat galon ini, i wish those boys… https://t.co/am1bnh1jH2",2023-05-07 06:10:11+00:00
1107,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:09:39+00:00
1108,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:09:28+00:00
1109,@SophieRunning That’s great to hear! Women supporting all women 🥰 we don't need bigots touting some bastardised ver… https://t.co/5XbdwIadVV,2023-05-07 06:09:21+00:00
1110,"RT @ASAP_SOLDIER: @WokeArchive Liberals everywhere are cheering, so much for feminism",2023-05-07 06:09:21+00:00
1111,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:09:15+00:00
1112,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:08:55+00:00
1113,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:08:31+00:00
1114,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:08:24+00:00
1115,RT @Ambar_SIFF_MRA: Hindu mahasabha chief doesn't care about false 498a cases but talks about dowry and forgets that giving dowry is also a…,2023-05-07 06:08:01+00:00
1116,"RT @MiRaebel: You are right. We are afraid to be silenced, deplatformed, of losing our jobs, children and overall rights. Please stop pushi…",2023-05-07 06:07:59+00:00
1117,@jocc_godbody24 @Christo68357610 @IAMLEGENDARYMO @yourfavcreole BW DO NOT HATE BM but if they are choosing feminism… https://t.co/kRqiuRH5p2,2023-05-07 06:07:31+00:00
1118,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:07:22+00:00
1119,"@MenInBlackNZ @JamesOnekaka ""cultural challenges""  ""rebranding""
FFS
I've got an idea. Get rid of med and law and st… https://t.co/fGITPTTL6t",2023-05-07 06:07:22+00:00
1120,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:06:56+00:00
1121,Feminism literally means equality but a lot of people think it's just anti-men.,2023-05-07 06:06:41+00:00
1122,"RT @LWCSBoston: After earning her PhD, Grace Lee Boggs struggled to find sustaining work &amp; housing due to racism. She moved to #Detroit &amp; m…",2023-05-07 06:06:09+00:00
1123,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:05:46+00:00
1124,"RT @JDHaltigan: Third-wave, delusional radical feminism is at the heart of the cultural sickness we are living through.",2023-05-07 06:05:46+00:00
1125,RT @BakraofDv: @Bornakang With growing #Feminism  women are becoming careless nowdays,2023-05-07 06:05:01+00:00
1126,"@jocc_godbody24 @Christo68357610 @IAMLEGENDARYMO @yourfavcreole Actually, white women built feminism off of the bla… https://t.co/jyhkAvkiiO",2023-05-07 06:04:01+00:00
1127,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:03:57+00:00
1128,"RT @TheAblebaee_: Again, before we knew the term ""feminism"" , we despised maltreatment and inequality in regards to women.

I've always bee…",2023-05-07 06:03:07+00:00
1129,"@FightHaven Wonder woman is fiction and no officer, especially a female officer should ever be alone when attending… https://t.co/jmxbbm7F0u",2023-05-07 06:03:03+00:00
1130,"I am with the feminism that follows 100% non reproduction.
#antinatalism",2023-05-07 06:02:40+00:00
1131,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:02:14+00:00
1132,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:02:11+00:00
1133,"Dobby: Yeah, well it used to be all pink and tidy but then feminism happened and we all just started pissing on the… https://t.co/XByYBuJW5a",2023-05-07 06:02:06+00:00
1134,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:02:04+00:00
1135,"RT @Behembaba: This is Queen Elizabeth I, who in 1562 authorized the beginning of the Transatlantic Slave Trade which in turn lead to the d…",2023-05-07 06:02:04+00:00
1136,@jocc_godbody24 @Christo68357610 @IAMLEGENDARYMO @yourfavcreole Corporate America that was created by and for WM al… https://t.co/m4g13JTB20,2023-05-07 06:01:36+00:00
1137,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:01:07+00:00
1138,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:00:52+00:00
1139,"RT @LWCSBoston: After earning her PhD, Grace Lee Boggs struggled to find sustaining work &amp; housing due to racism. She moved to #Detroit &amp; m…",2023-05-07 06:00:48+00:00
1140,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:00:43+00:00
1141,"RT @its_daqueen: When you actually deep it feminism really is the default setting. Like it's literally common sense, so much so that even b…",2023-05-07 06:00:41+00:00
1142,"RT @QuetzaTheQueer: TL;DR im begging people to read Judith Butler, Bell Hooks, Fiorenza, Angela Davis, etc.

Can't do a Feminism unless you…",2023-05-07 06:00:22+00:00
1143,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:00:07+00:00
1144,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:00:06+00:00
1145,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:59:50+00:00
1146,@evildarkskin @yourfavcreole No one’s dumb explain what this has to do with feminism?,2023-05-07 05:59:49+00:00
1147,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 05:59:38+00:00
1148,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 05:59:36+00:00
1149,RT @Ambar_SIFF_MRA: Hindu mahasabha chief doesn't care about false 498a cases but talks about dowry and forgets that giving dowry is also a…,2023-05-07 05:59:31+00:00
1150,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:59:25+00:00
1151,"@Springrain77 @stillgray Nope. Feminism emasculated men. 

30 years ago if that crazy man grabbed a woman, he would… https://t.co/7WvoL3r1jQ",2023-05-07 05:59:23+00:00
1152,"RT @LWCSBoston: After earning her PhD, Grace Lee Boggs struggled to find sustaining work &amp; housing due to racism. She moved to #Detroit &amp; m…",2023-05-07 05:59:20+00:00
1153,"RT @TheRealKeean: This wasn't one incident out of many successful prescribed burns. No, this was attempt #1 of fighting fires with feminism…",2023-05-07 05:59:15+00:00
1154,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 05:59:01+00:00
1155,"@MollyJongFast @VanityFair Mrs. Carroll’s problem and all out of body feminists in the 21st century, …is that femin… https://t.co/V7Tal0u3IE",2023-05-07 05:58:10+00:00
1156,Thank you @WhitlockJason for giving the #BlackManoSphere the #respect it deserves! 👊🏿 #Manosphere #RedPill… https://t.co/ckXeawv0wo,2023-05-07 05:58:09+00:00
1157,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:57:43+00:00
1158,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:57:24+00:00
1159,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 05:56:58+00:00
1160,@JarrBelle @RadFemme74 @Hereticalturf @ChristyLAbbey @K8T1144 @forevershallon @K60617909 @bgpereira3 @SequinSte… https://t.co/xUWXuaOFsH,2023-05-07 05:56:48+00:00
1161,"RT @Behembaba: This is Queen Elizabeth I, who in 1562 authorized the beginning of the Transatlantic Slave Trade which in turn lead to the d…",2023-05-07 05:56:37+00:00
1162,"RT @dhcpred: It’s not feminism
Children are just yet to be indoctrinated into anything, so they speak with zero bias

Sometimes, listen to…",2023-05-07 05:56:27+00:00
1163,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 05:56:14+00:00
1164,"@ani_digital @ANI Wake me up when even a single woman loses her life on the borders, This is chronic feminism.",2023-05-07 05:56:02+00:00
1165,"RT @IchiXIV: And who was it that accused feminism supports porn (and to some extend, incest). 😤",2023-05-07 05:55:59+00:00
1166,@blueslighting05 As if Hande fans were better! They know feminism and respect ONLY when it comes to one woman. The… https://t.co/WDOB5dsV9j,2023-05-07 05:55:55+00:00
1167,When women debate on feminism they forget equality and demand superiority.,2023-05-07 05:55:44+00:00
1168,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 05:55:41+00:00
1169,RT @ViktorM82361299: HEATED DEBATE: Is FEMINISM A Man Hating Ideology? https://t.co/8lH2A5yUGW via @YouTube,2023-05-07 05:55:39+00:00
1170,HEATED DEBATE: Is FEMINISM A Man Hating Ideology? https://t.co/8lH2A5yUGW via @YouTube,2023-05-07 05:55:37+00:00
1171,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:55:15+00:00
1172,I’m gonna quote the man by Taylor for my final about feminism,2023-05-07 05:55:00+00:00
1173,"@iamsaqib Feminism can be destructive and extreme as well. At times, it aims to discredit men, making them irreleva… https://t.co/1NDGvbm1H4",2023-05-07 05:54:25+00:00
1174,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:54:25+00:00
1175,"RT @its_daqueen: When you actually deep it feminism really is the default setting. Like it's literally common sense, so much so that even b…",2023-05-07 05:54:18+00:00
1176,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 05:54:06+00:00
1177,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 05:53:50+00:00
1178,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 05:53:49+00:00
1179,"Feminism at it's Best. Watch #SaasBahuAurFlamingo on @DisneyPlusHS 

What an mesmerizing performance by Dimple Kapadia . It's a must binge",2023-05-07 05:53:00+00:00
1180,"RT @itsmeparas16: @leojude11 @KirenRijiju @PMOIndia @AmitShah @BJP4India dekhte haine na survey ka result, #Feminism ke naam pe #Vote lene…",2023-05-07 05:52:36+00:00
1181,"@AbsurdlyBlacque @_BarringtonII Not sure I understand ur meaning of “Youtube” feminism. Firstly, Arundhati Roy is s… https://t.co/HXL960euQq",2023-05-07 05:52:25+00:00
1182,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:52:25+00:00
1183,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 05:52:17+00:00
1184,has anyone coined the term corset feminism yet?,2023-05-07 05:52:13+00:00
1185,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 05:52:13+00:00
1186,@ow_hashtag Not enough Feminism at work let her step on you too 🗣️🗣️,2023-05-07 05:51:38+00:00
1187,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:51:28+00:00
1188,RT @QuetzaTheQueer: I just want to say thanks to the people who sat my ass down &amp; put me in my place on my lack of understanding of Feminis…,2023-05-07 05:51:17+00:00
1189,"RT @its_daqueen: When you actually deep it feminism really is the default setting. Like it's literally common sense, so much so that even b…",2023-05-07 05:51:04+00:00
1190,"RT @its_daqueen: When you actually deep it feminism really is the default setting. Like it's literally common sense, so much so that even b…",2023-05-07 05:51:04+00:00
1191,"@NaveedQazi Reminds me of the phrase  ""more loyal than the king"" , actually the men who sombrely chastise men in th… https://t.co/DJKwExbvFF",2023-05-07 05:50:53+00:00
1192,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:50:42+00:00
1193,@Wojciehowicz you betray your lack of knowledge of Feminism and your lack of knowledge of Patriarchal systems. Bett… https://t.co/CMEIXIivgb,2023-05-07 05:50:39+00:00
1194,"Feminism in a nutshell. All lip service, no accountability https://t.co/dwKf6FZbrs",2023-05-07 05:50:35+00:00
1195,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:50:28+00:00
1196,"RT @FamilyMan_berl_: How to smash patriarchy 101

#Feminism https://t.co/4rBEEKntX0",2023-05-07 05:50:02+00:00
1197,"This is not the feminism you think it is, at your grown age why are you acting so ignorant",2023-05-07 05:49:45+00:00
1198,@Bornakang With growing #Feminism  women are becoming careless nowdays,2023-05-07 05:49:22+00:00
1199,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:48:43+00:00
1200,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:31:53+00:00
1201,"@ask_aubry This only works when one limits ""feminism"" to a simple dictionary definition. In reality, feminism has a… https://t.co/6pM7S85qhX",2023-05-07 06:31:43+00:00
1202,"Khor hates Burqa, but Khor also hates checking facts . Khor has recently become liberal and follow modern feminism.… https://t.co/EQyBCd755s",2023-05-07 06:31:33+00:00
1203,"RT @IBC_Yoh: Black feminism is THEEE most important branch of feminism. Shit is super saiyan feminism. A feminism so spurious, so yt suprem…",2023-05-07 06:31:31+00:00
1204,RT @halal_pair: If you have a wife who is free of feminism and some other misleading ideologies but rather submissive then you are indeed b…,2023-05-07 06:31:30+00:00
1205,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:31:29+00:00
1206,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:31:28+00:00
1207,@diamond_qc It's not their fault feminism left them out. That movement was always only for the middle-upper class snobs.,2023-05-07 06:31:26+00:00
1208,"@Brig_PP_ Feminism has failed to give women their rights, they failed to protect them from perpetrators and then th… https://t.co/4QUFs2LnWi",2023-05-07 06:31:17+00:00
1209,@HebronHebron121 @ScottAniol @ADRoblesMedia Um... To be a true believer you cant be a practising homosexual I am af… https://t.co/74kVsQ2y1N,2023-05-07 06:30:59+00:00
1210,"i like how it starts off hating on feminism with the consequence being fathers leaving,,, surely deadbeat dads neve… https://t.co/unFWE7Vz4L",2023-05-07 06:30:58+00:00
1211,"RT @IAmGeorgeTasan: @junotjoyner @FightHaven True, this is what feminism has done to the world.",2023-05-07 06:30:10+00:00
1212,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:30:07+00:00
1213,I have 9 followers on my bookstagram shitpost account so now I have to start spreading the agenda of how much I loa… https://t.co/qv6IYHH8GC,2023-05-07 06:29:59+00:00
1214,It has nothing to do with feminism why are you so obsessed??? https://t.co/cRny7uGG2v,2023-05-07 06:29:40+00:00
1215,"RT @hnbinologist: This is not the feminism you think it is, at your grown age why are you acting so ignorant",2023-05-07 06:29:12+00:00
1216,@danielkrenn @ThePosieParker I'm not sure 'hard right feminism' is a thing. Who are you talking about?,2023-05-07 06:29:03+00:00
1217,"RT @PeepScript: Dobby: Yeah, well it used to be all pink and tidy but then feminism happened and we all just started pissing on the floor.…",2023-05-07 06:28:55+00:00
1218,"@DharmaRakshathi @Tryng2BATrader In a way, the woke feminism, women in employment and nuclear families sounded deat… https://t.co/mDDzR7mnFE",2023-05-07 06:28:28+00:00
1219,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:28:07+00:00
1220,Third wave of feminism support it. https://t.co/ZIINODlSZG,2023-05-07 06:27:58+00:00
1221,@Bhardwaj_Scion It always gave baseless arguments... tackling social issues is very possible without these disease called feminism,2023-05-07 06:27:35+00:00
1222,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:27:20+00:00
1223,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:26:52+00:00
1224,"RT @its_daqueen: When you actually deep it feminism really is the default setting. Like it's literally common sense, so much so that even b…",2023-05-07 06:26:37+00:00
1225,@chipshoptony @_K_F_P_ @NWAmbulance @LGBTfdn Is there a legal or medical definition of a pervert? Idk what your rad… https://t.co/FnQvKHKrtu,2023-05-07 06:26:28+00:00
1226,"RT @covertroserisin: The wave of feminism is spreading in the East. 

A 25 y/o girl from my extended family broke off her engagement with h…",2023-05-07 06:26:14+00:00
1227,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:26:11+00:00
1228,fully drunk sobbing to little women at 1:30am while my husband cooks for me. this is feminism.,2023-05-07 06:25:16+00:00
1229,@IanLemche @MrBeast Yeah I don’t really care but I think it’s important jimmy knows that his support of chris embra… https://t.co/y9FIkVlEo7,2023-05-07 06:25:13+00:00
1230,RT @Chantel47738558: @Kevinverted @eccentrikhat superiority without accountability and believe if a man speaks about the problems they face…,2023-05-07 06:25:10+00:00
1231,"RT @theRsyndrome: It’s not feminism, it’s common sense. Your four-year-old daughter was the smartest human being in that room.",2023-05-07 06:24:52+00:00
1232,"RT @eccentrikhat: @Chantel47738558 @Kevinverted Appreciate your views, Chantelle. 

I would consider that particular concept of equality to…",2023-05-07 06:24:50+00:00
1233,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:24:41+00:00
1234,RT @abdulaiiiiiii: MUCH TIME HAS PASSED. Why were y’all slvtshaming a 16-year-old girl who wanted to explore the world ?! y’all needa stop…,2023-05-07 06:24:25+00:00
1235,@jaqindoch @Crypto110 @BenFordhamLive Feminism has failed them. What a shame.,2023-05-07 06:24:20+00:00
1236,"@pranitarottmann 3/3
*Creative, attractive, enjoy opposite sex attractions
* Loves to explore ur feminism n sexuali… https://t.co/QzTT84DYN4",2023-05-07 06:24:09+00:00
1237,When Women Regret Feminism - Strong And Independent Woman Has A Meltdown https://t.co/xr01pokp1g via @YouTube,2023-05-07 06:23:49+00:00
1238,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:23:32+00:00
